,id,conversation_id,date,time,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,link,video,reply_to,processed_tweets,emoji_decoded_tweets
104,1277026896098689024,1277026896098689024,2020-06-28,07:51:52,76826378,kelboinks888,K3LböinKs,,"Wow Singapore! This little ""auto"" mobile is a safe distancing ambassador and surveillance officer in this park.  #COVID19  https://t.co/vGv0D0UllA",en,[],[],[],1,0,2,['covid19'],https://twitter.com/Kelboinks888/status/1277026896098689024,1,[],"['wow', 'singapor', 'littl', 'auto', 'mobil', 'ambassador', 'surveil', 'offic', 'park']","Wow Singapore! This little ""auto"" mobile is a safe distancing ambassador and surveillance officer in this park.  #COVID19  https://t.co/vGv0D0UllA"
105,1276717864381222912,1276717864381222912,2020-06-27,11:23:53,20275189,beckalim,Rebecca Lim 林淑云,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}","Phase 2 #letstakeawalk 1 - less than 5 of us, safe distancing, brisk walking in cardio zone up and down rolling slopes and those gorgeous views that were well worth starting early for. (Yes, the masks went right…  https://t.co/344QnwFH2f",en,[],['https://www.instagram.com/p/CB7F7UsnmtC/?igshid=1nrn41dwfe23u'],[],0,0,0,['letstakeawalk'],https://twitter.com/beckalim/status/1276717864381222912,0,[],"['phase', 'less', 'us', 'brisk', 'walk', 'cardio', 'zone', 'roll', 'slope', 'gorgeou', 'view', 'well', 'worth', 'start', 'earli', 'ye', 'mask', 'went']","Phase 2 #letstakeawalk 1 - less than 5 of us, safe distancing, brisk walking in cardio zone up and down rolling slopes and those gorgeous views that were well worth starting early for. (Yes, the masks went right…  https://t.co/344QnwFH2f"
106,1276565628896161797,1276565628896161797,2020-06-27,01:18:58,150522158,dionysusyeo,Dionysus Yeo,,I practiced #safedistancing the moment I was born.  https://t.co/9pnW95Yhd8,en,[],[],['https://pbs.twimg.com/media/EbdFqVbUcAAWXmz.jpg'],0,0,0,['safedistancing'],https://twitter.com/DionysusYeo/status/1276565628896161797,1,[],"['practic', 'moment', 'born']",I practiced #safedistancing the moment I was born.  https://t.co/9pnW95Yhd8
107,1275065186819248132,1275065186819248132,2020-06-22,21:56:44,7307222,weewu,Neo Wee Wu,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}","Thank you acronis for sending this basket filled with vitamins!  This is a perfect welcome gift to celebrate the opening of Phase 2!  Stay safe, everyone! Remember to practise  safe distancing and don't forget…  https://t.co/Z0rABdKcHm",en,[],['https://www.instagram.com/p/CBvWYMSnAra/?igshid=1icezf0ya1ier'],[],0,0,0,[],https://twitter.com/weewu/status/1275065186819248132,0,[],"['thank', 'acroni', 'send', 'basket', 'fill', 'vitamin', 'perfect', 'welcom', 'gift', 'celebr', 'open', 'phase', 'stay', 'everyon', 'rememb', 'practis']","Thank you acronis for sending this basket filled with vitamins!  This is a perfect welcome gift to celebrate the opening of Phase 2!  Stay safe, everyone! Remember to practise  safe distancing and don't forget…  https://t.co/Z0rABdKcHm"
108,1274217902149791745,1274217902149791745,2020-06-20,13:49:56,15340605,richardjang,Richard Jang,,There are more people at Woodlands Polyclinic today. Safe distancing of 1 metre is challenging. But all patients and visitors are mask up to mitigate the risk during COVID 19.,en,[],[],[],0,0,0,[],https://twitter.com/richardjang/status/1274217902149791745,0,[],"['peopl', 'woodland', 'polyclin', 'today', 'metr', 'challeng', 'patient', 'visitor', 'mask', 'mitig', 'risk', 'covid']",There are more people at Woodlands Polyclinic today. Safe distancing of 1 metre is challenging. But all patients and visitors are mask up to mitigate the risk during COVID 19.
109,1273915422316920832,1273915422316920832,2020-06-19,17:47:59,3186369068,jlim_junhong,Jaden Lim (jaden.physio),"{'type': 'Point', 'coordinates': [1.30359, 103.81166]}","PHYSIO IN SESSION NOW!  Featuring more signages around Rehab &amp; Beyond (@gobeyondrehab), here at corecollectivesg Dempsey  #GoBeyondRehab #CoreCollectiveSG #physiotherapy #safedistancing #safeentry #rehab…  https://t.co/qilJw0Jc87",en,"[{'screen_name': 'gobeyondrehab', 'name': 'rehab & beyond', 'id': '1011604225929998336'}]",['https://www.instagram.com/p/CBnLhhHn2Kw/?igshid=1ms51xykercby'],[],0,0,0,"['gobeyondrehab', 'corecollectivesg', 'physiotherapy', 'safedistancing', 'safeentry', 'rehab']",https://twitter.com/JLim_Junhong/status/1273915422316920832,0,[],"['physio', 'session', 'featur', 'signag', 'around', 'rehab', 'amp', 'beyond', 'corecollectivesg', 'dempsey']","PHYSIO IN SESSION NOW!  Featuring more signages around Rehab &amp; Beyond (@gobeyondrehab), here at corecollectivesg Dempsey  #GoBeyondRehab #CoreCollectiveSG #physiotherapy #safedistancing #safeentry #rehab…  https://t.co/qilJw0Jc87"
110,1273798609235050497,1273798609235050497,2020-06-19,10:03:49,288709951,regina_pigsfly,regina pigsfly,"{'type': 'Point', 'coordinates': [1.45045205, 103.80016085]}",ITS FRIDAY N FINALLY PHRASE 2. ✧*｡٩(ˊᗜˋ*)و✧*｡ MEANS MORE FREEDOM. ε٩( º∀º )۶з BUT REMEMBER PEOPLE DONT FORGET TO PRACTISE SAFE DISTANCING AND  HYGIENE ♡♡  Normal acct @regina_pigsfly  #selfie #wavyhair #wavy #makeup…  https://t.co/r6jhF3sW4Y,en,"[{'screen_name': 'regina_pigsfly', 'name': 'regina pigsfly', 'id': '288709951'}]",['https://www.instagram.com/p/CBmWZsuBYhg/?igshid=1lp7k1hkhzfn7'],[],0,0,0,"['selfie', 'wavyhair', 'wavy', 'makeup']",https://twitter.com/regina_pigsfly/status/1273798609235050497,0,[],"['friday', 'n', 'final', 'phrase', 'mean', 'freedom', 'rememb', 'peopl', 'dont', 'forget', 'practis', 'hygien', 'normal', 'acct']",ITS FRIDAY N FINALLY PHRASE 2. ✧*｡٩(ˊᗜˋ*)و✧*｡ MEANS MORE FREEDOM. ε٩( º∀º )۶з BUT REMEMBER PEOPLE DONT FORGET TO PRACTISE SAFE DISTANCING AND  HYGIENE ♡♡  Normal acct @regina_pigsfly  #selfie #wavyhair #wavy #makeup…  https://t.co/r6jhF3sW4Y
111,1273790166780596224,1273790166780596224,2020-06-19,09:30:16,24530711,gauribee,Lady Gagu,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}",Here’s to Phase 2! 🇸🇬  #circuitbreaker #singapore #phase2 #safedistancing @ Singapore  https://t.co/6GGTZ9mQGe,en,[],['https://www.instagram.com/p/CBmSkDVJTG8/?igshid=iemfecwo0mxr'],[],0,0,3,"['circuitbreaker', 'singapore', 'phase2', 'safedistancing']",https://twitter.com/Gauribee/status/1273790166780596224,0,[],"['phase', 'singapor']",Here’s to Phase 2! :Singapore:  #circuitbreaker #singapore #phase2 #safedistancing @ Singapore  https://t.co/6GGTZ9mQGe
112,1273518884948029442,1273498154348851200,2020-06-18,15:32:17,294708610,anne_koh,Anne Koh,,@vanishiny Remember safe distancing 😊,en,[],[],[],1,0,2,[],https://twitter.com/anne_koh/status/1273518884948029442,0,"[{'screen_name': 'vanishiny', 'name': 'Vanishiny LVL 46!', 'id': '492689677'}]",['rememb'],@vanishiny Remember safe distancing :smiling_face_with_smiling_eyes:
113,1273500965807820800,1273500965807820800,2020-06-18,14:21:05,846357951409401856,quirc_singapore,Regina Tio-Cher,"{'type': 'Point', 'coordinates': [1.35013374, 103.87910674]}",happy - for my sister Christina  oil on canvas  #crcheers #quircsingapore #ownselfoilpainting #safedistancing #covid19 #sisterlove #socialdistancing #brittoart @ Evania  https://t.co/2e0qwaKaff,en,[],['https://www.instagram.com/p/CBkPC79nqAQ/?igshid=kbfsxb5zbrp6'],[],0,0,0,"['crcheers', 'quircsingapore', 'ownselfoilpainting', 'safedistancing', 'covid19', 'sisterlove', 'socialdistancing', 'brittoart']",https://twitter.com/QUIRC_Singapore/status/1273500965807820800,0,[],"['happi', 'sister', 'christina', 'oil', 'canva', 'evania']",happy - for my sister Christina  oil on canvas  #crcheers #quircsingapore #ownselfoilpainting #safedistancing #covid19 #sisterlove #socialdistancing #brittoart @ Evania  https://t.co/2e0qwaKaff
114,1273243643319476224,1273243643319476224,2020-06-17,21:18:34,24953243,flyirene,Irene Ang aka RosiePhua,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}","Dear #safedistancing officers , I want to report ,this visitor came to my house uninvited , and never wear mask !  Lucky got observe safe distance ... mmmm... #workfromhome singaporezoologicalgardens want to come n…  https://t.co/qKgYMzvdQQ",en,[],['https://www.instagram.com/p/CBiaA7zBP8N/?igshid=1bxt4ks4je5nm'],[],0,0,4,"['safedistancing', 'workfromhome']",https://twitter.com/flyirene/status/1273243643319476224,0,[],"['dear', 'offic', 'want', 'report', 'visitor', 'came', 'hous', 'uninvit', 'never', 'wear', 'mask', 'lucki', 'got', 'observ', 'distanc', 'mmmm', 'singaporezoologicalgarden', 'want', 'come']","Dear #safedistancing officers , I want to report ,this visitor came to my house uninvited , and never wear mask !  Lucky got observe safe distance ... mmmm... #workfromhome singaporezoologicalgardens want to come n…  https://t.co/qKgYMzvdQQ"
115,1273077318039134208,1273076844389113856,2020-06-17,10:17:39,349566608,inoiyaika100473,Ruben M. Rocafort,,@RADeMita There shouldnt be any double teaming this time for safe distancing measures🤣@wojespn,en,"[{'screen_name': 'wojespn', 'name': 'adrian wojnarowski', 'id': '50323173'}]",[],[],0,0,0,[],https://twitter.com/inoiyaika100473/status/1273077318039134208,0,"[{'screen_name': 'RADeMita', 'name': 'Rachel A DeMita', 'id': '69554907'}]","['shouldnt', 'doubl', 'team', 'time']",@RADeMita There shouldnt be any double teaming this time for safe distancing measures:rolling_on_the_floor_laughing:@wojespn
116,1272516456651976704,1272516456651976704,2020-06-15,21:09:00,133170653,britchamsg,BritCham Singapore,,"This evening, the Multi-Ministry taskforce has announced Singapore’s next phase of recovery will start from 19 June.  #sgunited #covid19 #safedistancing #phase2 #singapore    https://t.co/G9OXWVTf1f",en,[],['https://www.britcham.org.sg/news/singapore-enter-phase-2-covid-19-recovery-19-june'],[],0,1,0,"['sgunited', 'covid19', 'safedistancing', 'phase2', 'singapore']",https://twitter.com/britchamsg/status/1272516456651976704,0,[],"['even', 'taskforc', 'announc', 'singapor', 'next', 'phase', 'recoveri', 'start', 'june']","This evening, the Multi-Ministry taskforce has announced Singapore’s next phase of recovery will start from 19 June.  #sgunited #covid19 #safedistancing #phase2 #singapore    https://t.co/G9OXWVTf1f"
117,1272487637912375297,1272487637912375297,2020-06-15,19:14:29,925946657094582272,parcelsanta,Parcel Santa,"{'type': 'Point', 'coordinates': [1.35917, 103.96671]}",Don’t be blown away by the craziness around you! Protect your family by getting #parcelsanta in your condo! #nationwidelockers #safedistancing #covid19 @ The Gale Singapore  https://t.co/SxqaBwAq6G,en,[],['https://www.instagram.com/p/CBdCPonnIeC/?igshid=1hajp9z7ecv6c'],[],0,0,1,"['parcelsanta', 'nationwidelockers', 'safedistancing', 'covid19']",https://twitter.com/ParcelSanta/status/1272487637912375297,0,[],"['blown', 'away', 'crazi', 'around', 'protect', 'famili', 'get', 'condo', 'gale', 'singapor']",Don’t be blown away by the craziness around you! Protect your family by getting #parcelsanta in your condo! #nationwidelockers #safedistancing #covid19 @ The Gale Singapore  https://t.co/SxqaBwAq6G
118,1272171172696915968,1272171172696915968,2020-06-14,22:16:58,547133958,kimpiggie,KIM,"{'type': 'Point', 'coordinates': [1.3691, 103.8455]}","Today marks the last day of my temp job as a Safe Distancing Ambassador. I wish I could say the hot sun, 15K average daily steps, sometimes annoying public and business owners, and online…  https://t.co/9FaQKpJ9lc",en,[],['https://www.instagram.com/p/CBayVRcngvdWJoM-tnPHzpWDqCHA3TDl7XPC4s0/?igshid=1o4g70dwzrwdw'],[],0,0,0,[],https://twitter.com/KimPiggie/status/1272171172696915968,0,[],"['today', 'mark', 'last', 'day', 'temp', 'job', 'ambassador', 'wish', 'could', 'say', 'hot', 'sun', 'averag', 'daili', 'step', 'sometim', 'annoy', 'public', 'busi', 'owner']","Today marks the last day of my temp job as a Safe Distancing Ambassador. I wish I could say the hot sun, 15K average daily steps, sometimes annoying public and business owners, and online…  https://t.co/9FaQKpJ9lc"
120,1271989362041843713,1271989362041843713,2020-06-14,10:14:30,815498542236078081,laavy_k,Laavanya Kathiravelu,,Safe distancing still not possible for many migrants in over crowded dormitories. #MigrantWorkers #singapore #COVID19,en,[],[],[],0,7,12,"['migrantworkers', 'singapore', 'covid19']",https://twitter.com/laavy_k/status/1271989362041843713,0,[],"['still', 'possibl', 'mani', 'migrant', 'crowd', 'dormitori']",Safe distancing still not possible for many migrants in over crowded dormitories. #MigrantWorkers #singapore #COVID19
121,1270609633925836803,1270609633925836803,2020-06-10,14:51:58,496658249,sungoddesstarot,Joanna Ash,"{'type': 'Point', 'coordinates': [1.41672184, 103.8964012]}",Safe distancing.   📸 @singaporemaven   #Singaporemavenphotography #singaporemaven #Singapore #MySingapore #StreetsOfSingapore #uniquelysingapore #covid19 #stayhome #staysafe @ Kallang Riverside Biodiversity Pond &amp;…  https://t.co/2qm7P7AG9I,en,"[{'screen_name': 'singaporemaven', 'name': 'david ash', 'id': '271182818'}]",['https://www.instagram.com/p/CBPsObEHwTL/?igshid=glcviprba05x'],[],0,0,0,"['singaporemavenphotography', 'singaporemaven', 'singapore', 'mysingapore', 'streetsofsingapore', 'uniquelysingapore', 'covid19', 'stayhome', 'staysafe']",https://twitter.com/SunGoddessTarot/status/1270609633925836803,0,[],"['kallang', 'riversid', 'biodivers', 'pond', 'amp']",Safe distancing.   :camera_with_flash: @singaporemaven   #Singaporemavenphotography #singaporemaven #Singapore #MySingapore #StreetsOfSingapore #uniquelysingapore #covid19 #stayhome #staysafe @ Kallang Riverside Biodiversity Pond &amp;…  https://t.co/2qm7P7AG9I
122,1270497886891937792,1270497886891937792,2020-06-10,07:27:55,13622,geraldine_angel,ger@ldine @ngel,"{'type': 'Point', 'coordinates': [1.4445, 103.7768]}","Day 9 of phase 1 safe re-opening. Morning glow. #safedistancing @ Woodlands, Singapore  https://t.co/xkJoBdKaCX",en,[],['https://www.instagram.com/p/CBO5aHbpaEs/?igshid=18gvzklmt85ky'],[],0,0,0,['safedistancing'],https://twitter.com/geraldine_angel/status/1270497886891937792,0,[],"['day', 'phase', 'morn', 'glow', 'woodland', 'singapor']","Day 9 of phase 1 safe re-opening. Morning glow. #safedistancing @ Woodlands, Singapore  https://t.co/xkJoBdKaCX"
123,1270326140318568448,1270310083218546688,2020-06-09,20:05:28,43140612,himanshu2904,Himanshu Shankar (अयम् आत्मा ब्रह्म),,"@GulPanag @kaushikburman Luckily Singapore is an island with 6 million people with a government that means business. They did well, dormitories were an abberation. In Delhi, it will be a disaster and since you can, maybe you should ask people to be vigilant and practice safe distancing strictly 3/",en,[],[],[],0,0,0,[],https://twitter.com/himanshu2904/status/1270326140318568448,0,"[{'screen_name': 'GulPanag', 'name': 'Gul Panag', 'id': '23061619'}, {'screen_name': 'kaushikburman', 'name': 'Kaushik Burman', 'id': '87413235'}]","['luckili', 'singapor', 'island', 'million', 'peopl', 'govern', 'mean', 'busi', 'well', 'dormitori', 'abber', 'delhi', 'disast', 'sinc', 'mayb', 'ask', 'peopl', 'vigil', 'practic', 'strictli']","@GulPanag @kaushikburman Luckily Singapore is an island with 6 million people with a government that means business. They did well, dormitories were an abberation. In Delhi, it will be a disaster and since you can, maybe you should ask people to be vigilant and practice safe distancing strictly 3/"
124,1269215529035689984,1269215529035689984,2020-06-06,18:32:17,14742294,kaihendry,Kai Hendry 🇸🇬,"{'type': 'Point', 'coordinates': [1.30437088, 103.92455682]}",“We are sorry that this section is temporarily closed to allow for safe distancing”  https://t.co/53bdsmxMAD,en,[],[],['https://pbs.twimg.com/media/EZ0oyfUUEAEbJ0c.jpg'],0,0,1,[],https://twitter.com/kaihendry/status/1269215529035689984,1,[],"['sorri', 'section', 'temporarili', 'close', 'allow']",“We are sorry that this section is temporarily closed to allow for safe distancing”  https://t.co/53bdsmxMAD
125,1268826707143917568,1268826707143917568,2020-06-05,16:47:15,846357951409401856,quirc_singapore,Regina Tio-Cher,"{'type': 'Point', 'coordinates': [1.35013374, 103.87910674]}","inspire - for my sister, Fiona.  #crcheers #quircsingapore #ownselfpaint #safedistancing #covid19 #sisterlove #socialdistancing #brittoart @ Evania  https://t.co/mkjAcT9n89",en,[],['https://www.instagram.com/p/CBDBcboHC2k/?igshid=i5litxjibh01'],[],0,0,0,"['crcheers', 'quircsingapore', 'ownselfpaint', 'safedistancing', 'covid19', 'sisterlove', 'socialdistancing', 'brittoart']",https://twitter.com/QUIRC_Singapore/status/1268826707143917568,0,[],"['inspir', 'sister', 'fiona', 'evania']","inspire - for my sister, Fiona.  #crcheers #quircsingapore #ownselfpaint #safedistancing #covid19 #sisterlove #socialdistancing #brittoart @ Evania  https://t.co/mkjAcT9n89"
126,1267968473277202434,1267756357282717704,2020-06-03,07:56:56,288583492,toonangel2,Alvin Lee,,"@mariozaharah @TODAYonline 2/2 ...have been removed, which makes it necessary to sit two together. This runs contrary to what the authorities are preaching ie stay safe, practice safe distancing. Are you so mad at me that you’ve missed a simple argument? And why? Do I know you?",en,[],[],[],0,0,0,[],https://twitter.com/ToonAngel2/status/1267968473277202434,0,"[{'screen_name': 'TODAYonline', 'name': 'TODAY', 'id': '41085467'}]","['remov', 'make', 'necessari', 'sit', 'two', 'togeth', 'run', 'contrari', 'author', 'preach', 'ie', 'stay', 'practic', 'mad', 'miss', 'simpl', 'argument', 'know']","@mariozaharah @TODAYonline 2/2 ...have been removed, which makes it necessary to sit two together. This runs contrary to what the authorities are preaching ie stay safe, practice safe distancing. Are you so mad at me that you’ve missed a simple argument? And why? Do I know you?"
127,1267846200742551553,1267846200742551553,2020-06-02,23:51:04,30591667,raymond_thomas,Raymond Thomas,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}","What are you looking forward to when safe distancing measures are eased? The answer is evident from this poll. Majority of us feel the same. Did you have an alternative perspective?  At simplepleacures, we discuss…  https://t.co/9GHE73UP9u",en,[],['https://www.instagram.com/p/CA8Dj4JHij-/?igshid=13h37zgjxsyui'],[],0,0,0,[],https://twitter.com/raymond_thomas/status/1267846200742551553,0,[],"['look', 'forward', 'measur', 'eas', 'answer', 'evid', 'poll', 'major', 'us', 'feel', 'altern', 'perspect', 'simplepleacur']","What are you looking forward to when safe distancing measures are eased? The answer is evident from this poll. Majority of us feel the same. Did you have an alternative perspective?  At simplepleacures, we discuss…  https://t.co/9GHE73UP9u"
